,CountyName,CrashDate,Fatals,Peds,Persons,St_Case,State,StateName,TotalVehicles
662,CULLMAN (43),/Date(1417528080000-0500)/,1,0,1,10668,1,Alabama,1
663,ESCAMBIA (53),/Date(1417673580000-0500)/,1,0,2,10669,1,Alabama,1
664,JEFFERSON (73),/Date(1417696080000-0500)/,1,0,3,10670,1,Alabama,2
665,ETOWAH (55),/Date(1417794900000-0500)/,1,0,1,10671,1,Alabama,1
666,BULLOCK (11),/Date(1417928700000-0500)/,1,0,1,10672,1,Alabama,1
667,BALDWIN (3),/Date(1417950300000-0500)/,1,0,1,10673,1,Alabama,1
668,MARSHALL (95),/Date(1417932000000-0500)/,1,0,1,10674,1,Alabama,1
669,MADISON (89),/Date(1418176800000-0500)/,1,0,1,10675,1,Alabama,1
670,MOBILE (97),/Date(1418294400000-0500)/,1,0,2,10676,1,Alabama,2
671,LAWRENCE (79),/Date(1418544300000-0500)/,1,0,1,10677,1,Alabama,1
672,AUTAUGA (1),/Date(1417303800000-0500)/,1,0,1,10678,1,Alabama,1
673,JEFFERSON (73),/Date(1418413500000-0500)/,1,0,2,10679,1,Alabama,2
674,BALDWIN (3),/Date(1418510220000-0500)/,1,1,1,10680,1,Alabama,1
675,MARSHALL (95),/Date(1402887900000-0400)/,1,2,1,10681,1,Alabama,1
676,ELMORE (51),/Date(1417679100000-0500)/,1,0,1,10682,1,Alabama,1
677,FRANKLIN (59),/Date(1417754100000-0500)/,1,0,2,10683,1,Alabama,1
678,RUSSELL (113),/Date(1417819380000-0500)/,1,0,1,10684,1,Alabama,1
679,COVINGTON (39),/Date(1418081700000-0500)/,1,0,3,10685,1,Alabama,2
680,PICKENS (107),/Date(1418312700000-0500)/,1,0,2,10686,1,Alabama,1
681,MORGAN (103),/Date(1418419140000-0500)/,1,0,1,10687,1,Alabama,1
682,MOBILE (97),/Date(1418440800000-0500)/,1,0,2,10688,1,Alabama,2
683,MOBILE (97),/Date(1418442300000-0500)/,1,1,1,10689,1,Alabama,1
684,MOBILE (97),/Date(1418448600000-0500)/,1,0,1,10690,1,Alabama,1
685,CRENSHAW (41),/Date(1418582400000-0500)/,1,0,5,10691,1,Alabama,3
686,TALLADEGA (121),/Date(1418682300000-0500)/,1,0,1,10692,1,Alabama,1
687,CALHOUN (15),/Date(1418712240000-0500)/,1,0,1,10693,1,Alabama,1
688,JACKSON (71),/Date(1418684160000-0500)/,1,1,1,10694,1,Alabama,1
689,TALLADEGA (121),/Date(1418841900000-0500)/,2,0,3,10695,1,Alabama,1
690,MACON (87),/Date(1418536080000-0500)/,2,0,5,10696,1,Alabama,2
691,MONTGOMERY (101),/Date(1416969300000-0500)/,1,1,1,10697,1,Alabama,1
692,MONTGOMERY (101),/Date(1418652900000-0500)/,1,0,5,10698,1,Alabama,2
693,DEKALB (49),/Date(1418791140000-0500)/,1,0,2,10699,1,Alabama,2
694,MOBILE (97),/Date(1418953800000-0500)/,1,0,8,10700,1,Alabama,4
695,MORGAN (103),/Date(1417669560000-0500)/,1,1,1,10701,1,Alabama,1
696,LAUDERDALE (77),/Date(1418094300000-0500)/,1,0,4,10702,1,Alabama,1
697,BALDWIN (3),/Date(1418163600000-0500)/,1,0,3,10703,1,Alabama,2
698,CLARKE (25),/Date(1418437140000-0500)/,1,0,3,10704,1,Alabama,2
699,ELMORE (51),/Date(1418760000000-0500)/,1,0,3,10705,1,Alabama,2
700,MOBILE (97),/Date(1418776200000-0500)/,1,1,1,10706,1,Alabama,1
701,MOBILE (97),/Date(1418768760000-0500)/,1,0,2,10707,1,Alabama,2
702,CULLMAN (43),/Date(1419011520000-0500)/,1,0,3,10708,1,Alabama,2
703,TALLADEGA (121),/Date(1419043200000-0500)/,1,0,2,10709,1,Alabama,2
704,MOBILE (97),/Date(1419049200000-0500)/,1,1,1,10710,1,Alabama,1
705,MARENGO (91),/Date(1419059700000-0500)/,1,1,1,10711,1,Alabama,1
706,MOBILE (97),/Date(1419091200000-0500)/,1,0,1,10712,1,Alabama,1
707,SHELBY (117),/Date(1419214800000-0500)/,1,1,1,10713,1,Alabama,1
708,JEFFERSON (73),/Date(1418898600000-0500)/,1,1,1,10714,1,Alabama,1
709,TUSCALOOSA (125),/Date(1419375000000-0500)/,1,0,2,10715,1,Alabama,2
710,RANDOLPH (111),/Date(1419719100000-0500)/,1,0,2,10716,1,Alabama,1
711,JEFFERSON (73),/Date(1418086080000-0500)/,1,1,1,10717,1,Alabama,1
712,RUSSELL (113),/Date(1418938800000-0500)/,2,0,5,10718,1,Alabama,3
713,MOBILE (97),/Date(1418802000000-0500)/,1,0,7,10719,1,Alabama,2
714,HOUSTON (69),/Date(1417675080000-0500)/,1,0,2,10720,1,Alabama,1
715,MONTGOMERY (101),/Date(1418735100000-0500)/,1,0,4,10721,1,Alabama,2
716,MARENGO (91),/Date(1418706300000-0500)/,1,1,1,10722,1,Alabama,1
717,ST. CLAIR (115),/Date(1418961600000-0500)/,1,0,3,10723,1,Alabama,1
718,COOSA (37),/Date(1419167400000-0500)/,1,0,1,10724,1,Alabama,1
719,JEFFERSON (73),/Date(1417306200000-0500)/,1,1,5,10725,1,Alabama,5
720,CONECUH (35),/Date(1419459000000-0500)/,1,0,1,10726,1,Alabama,1
721,HOUSTON (69),/Date(1419580620000-0500)/,1,0,2,10727,1,Alabama,1
722,HOUSTON (69),/Date(1419669000000-0500)/,1,0,1,10728,1,Alabama,1
723,MARENGO (91),/Date(1419867600000-0500)/,1,0,1,10729,1,Alabama,1
724,LIMESTONE (83),/Date(1419892200000-0500)/,1,0,1,10730,1,Alabama,1
725,JEFFERSON (73),/Date(1417807800000-0500)/,1,0,1,10731,1,Alabama,1
726,LEE (81),/Date(1416684240000-0500)/,1,1,1,10732,1,Alabama,1
727,COOSA (37),/Date(1420003800000-0500)/,3,0,4,10733,1,Alabama,2
728,HOUSTON (69),/Date(1419935400000-0500)/,1,0,2,10734,1,Alabama,2
729,MACON (87),/Date(1419933000000-0500)/,1,0,5,10735,1,Alabama,2
730,JEFFERSON (73),/Date(1389257160000-0500)/,1,0,1,10736,1,Alabama,1
731,DALLAS (47),/Date(1405799100000-0400)/,1,0,1,10738,1,Alabama,1
732,RANDOLPH (111),/Date(1411779600000-0400)/,1,0,1,10739,1,Alabama,1
733,ELMORE (51),/Date(1415188080000-0500)/,1,1,1,10740,1,Alabama,1
734,JEFFERSON (73),/Date(1419069120000-0500)/,1,0,1,10741,1,Alabama,1
735,JEFFERSON (73),/Date(1418310000000-0500)/,1,0,1,10742,1,Alabama,1
736,JEFFERSON (73),/Date(1419659520000-0500)/,1,0,1,10743,1,Alabama,1
737,JEFFERSON (73),/Date(1399246200000-0400)/,1,0,1,10744,1,Alabama,1
738,WILCOX (131),/Date(1397288700000-0400)/,1,0,1,10745,1,Alabama,1
739,JEFFERSON (73),/Date(1399613400000-0400)/,1,0,2,10746,1,Alabama,2
740,JEFFERSON (73),/Date(1388803080000-0500)/,1,0,4,10747,1,Alabama,2
741,JEFFERSON (73),/Date(1391987340000-0500)/,1,1,2,10748,1,Alabama,1
742,JEFFERSON (73),/Date(1388647200000-0500)/,1,0,1,10749,1,Alabama,1
743,SUMTER (119),/Date(1417154880000-0500)/,1,0,1,10750,1,Alabama,1
744,JEFFERSON (73),/Date(1393606800000-0500)/,1,0,2,10751,1,Alabama,1
745,COVINGTON (39),/Date(1411001820000-0400)/,1,1,1,10752,1,Alabama,1
746,ESCAMBIA (53),/Date(-62135578800000-0500)/,1,0,1,10753,1,Alabama,1
747,WALKER (127),/Date(1420098000000-0500)/,1,0,1,10001,1,Alabama,1
748,LIMESTONE (83),/Date(1420168380000-0500)/,1,0,1,10002,1,Alabama,1
749,BULLOCK (11),/Date(1420093500000-0500)/,1,0,2,10003,1,Alabama,1
750,DALE (45),/Date(1420351020000-0500)/,1,0,1,10004,1,Alabama,1
751,DALE (45),/Date(1420632540000-0500)/,1,0,2,10005,1,Alabama,2
752,RANDOLPH (111),/Date(1420729140000-0500)/,1,0,2,10006,1,Alabama,1
753,MADISON (89),/Date(1420759980000-0500)/,1,0,2,10007,1,Alabama,1
754,JEFFERSON (73),/Date(1420338600000-0500)/,1,1,1,10008,1,Alabama,1
755,SHELBY (117),/Date(1421154000000-0500)/,1,0,1,10009,1,Alabama,1
756,COLBERT (33),/Date(1420501500000-0500)/,1,0,2,10010,1,Alabama,2
757,LIMESTONE (83),/Date(1420682100000-0500)/,1,0,2,10011,1,Alabama,2
758,MARSHALL (95),/Date(1420803300000-0500)/,1,0,6,10012,1,Alabama,3
759,MACON (87),/Date(1420905300000-0500)/,1,0,1,10013,1,Alabama,1
760,BULLOCK (11),/Date(1420974780000-0500)/,1,0,1,10014,1,Alabama,1
761,WALKER (127),/Date(1420983000000-0500)/,1,0,1,10015,1,Alabama,1
762,LEE (81),/Date(1421187600000-0500)/,1,0,2,10016,1,Alabama,2
763,MOBILE (97),/Date(1421264400000-0500)/,1,0,1,10017,1,Alabama,1
764,AUTAUGA (1),/Date(1421453700000-0500)/,1,0,2,10018,1,Alabama,1
765,TALLADEGA (121),/Date(1421647200000-0500)/,1,0,1,10019,1,Alabama,1
766,TALLADEGA (121),/Date(1421359800000-0500)/,1,0,3,10020,1,Alabama,2
767,ST. CLAIR (115),/Date(1422038880000-0500)/,1,0,4,10021,1,Alabama,2
768,WALKER (127),/Date(1422270900000-0500)/,1,0,2,10022,1,Alabama,1
769,BULLOCK (11),/Date(1421115600000-0500)/,1,0,1,10023,1,Alabama,1
770,BARBOUR (5),/Date(1420196400000-0500)/,1,0,1,10024,1,Alabama,1
771,TUSCALOOSA (125),/Date(1421309100000-0500)/,2,0,2,10025,1,Alabama,1
772,JEFFERSON (73),/Date(1421173980000-0500)/,1,0,1,10026,1,Alabama,1
773,BALDWIN (3),/Date(1421523720000-0500)/,1,0,3,10027,1,Alabama,2
774,AUTAUGA (1),/Date(1420867860000-0500)/,1,0,1,10028,1,Alabama,1
775,HOUSTON (69),/Date(1422009600000-0500)/,1,0,1,10029,1,Alabama,1
776,CHILTON (21),/Date(1422123300000-0500)/,5,0,5,10030,1,Alabama,2
777,MARION (93),/Date(1422135480000-0500)/,1,1,1,10031,1,Alabama,1
778,CALHOUN (15),/Date(1422184800000-0500)/,1,0,1,10032,1,Alabama,1
779,TALLAPOOSA (123),/Date(1422066120000-0500)/,2,0,2,10033,1,Alabama,1
780,BALDWIN (3),/Date(1421350020000-0500)/,1,0,10,10034,1,Alabama,6
781,JEFFERSON (73),/Date(1422455100000-0500)/,1,0,2,10035,1,Alabama,2
782,MOBILE (97),/Date(1421695500000-0500)/,2,0,5,10036,1,Alabama,2
783,BALDWIN (3),/Date(1422301200000-0500)/,1,0,1,10037,1,Alabama,1
784,MOBILE (97),/Date(1422395400000-0500)/,1,0,1,10038,1,Alabama,1
785,MOBILE (97),/Date(1422510600000-0500)/,1,0,1,10039,1,Alabama,1
786,JEFFERSON (73),/Date(1421787420000-0500)/,1,1,1,10040,1,Alabama,1
787,DEKALB (49),/Date(1422497400000-0500)/,1,0,1,10041,1,Alabama,1
788,TUSCALOOSA (125),/Date(1422747900000-0500)/,1,1,2,10042,1,Alabama,1
789,DEKALB (49),/Date(1422865200000-0500)/,1,0,1,10043,1,Alabama,1
790,JEFFERSON (73),/Date(1422691800000-0500)/,1,0,2,10044,1,Alabama,1
791,MOBILE (97),/Date(1422710340000-0500)/,1,0,1,10045,1,Alabama,1
792,CHAMBERS (17),/Date(1423379700000-0500)/,1,0,1,10046,1,Alabama,1
793,MOBILE (97),/Date(1421903220000-0500)/,1,0,2,10047,1,Alabama,1
794,BALDWIN (3),/Date(1422154800000-0500)/,2,0,4,10048,1,Alabama,1
795,JEFFERSON (73),/Date(1422512100000-0500)/,1,0,2,10049,1,Alabama,2
796,MOBILE (97),/Date(1422697800000-0500)/,1,1,1,10050,1,Alabama,1
797,PIKE (109),/Date(1422819480000-0500)/,1,0,5,10051,1,Alabama,2
798,LIMESTONE (83),/Date(1423474800000-0500)/,1,0,1,10052,1,Alabama,1
799,COOSA (37),/Date(1422831300000-0500)/,1,0,3,10053,1,Alabama,1
800,MARENGO (91),/Date(1423002600000-0500)/,1,0,2,10054,1,Alabama,2
801,MADISON (89),/Date(1423034700000-0500)/,1,1,1,10055,1,Alabama,1
802,BALDWIN (3),/Date(1423380000000-0500)/,1,0,1,10056,1,Alabama,1
803,DEKALB (49),/Date(1423090320000-0500)/,1,0,3,10057,1,Alabama,3
804,BUTLER (13),/Date(1423424400000-0500)/,1,0,3,10058,1,Alabama,2
805,COLBERT (33),/Date(1423623600000-0500)/,1,1,1,10059,1,Alabama,1
806,DEKALB (49),/Date(1423607940000-0500)/,1,0,7,10060,1,Alabama,2
807,MARION (93),/Date(1423881180000-0500)/,1,0,3,10061,1,Alabama,1
808,MADISON (89),/Date(1423929300000-0500)/,1,0,1,10062,1,Alabama,1
809,DALE (45),/Date(1422780900000-0500)/,1,0,3,10063,1,Alabama,1
810,MOBILE (97),/Date(1423027140000-0500)/,1,1,1,10064,1,Alabama,1
811,BALDWIN (3),/Date(1422719220000-0500)/,1,0,2,10065,1,Alabama,2
812,MONTGOMERY (101),/Date(1423377660000-0500)/,1,0,2,10066,1,Alabama,1
813,LEE (81),/Date(1423672860000-0500)/,1,0,8,10067,1,Alabama,4
814,RUSSELL (113),/Date(1424042580000-0500)/,1,0,1,10068,1,Alabama,1
815,MOBILE (97),/Date(1424052480000-0500)/,1,1,2,10069,1,Alabama,2
816,TALLADEGA (121),/Date(1424595300000-0500)/,1,0,1,10070,1,Alabama,1
817,MARSHALL (95),/Date(1424489400000-0500)/,1,0,4,10071,1,Alabama,2
818,JEFFERSON (73),/Date(1424649600000-0500)/,1,1,1,10072,1,Alabama,1
819,JEFFERSON (73),/Date(1424491200000-0500)/,1,1,1,10073,1,Alabama,1
820,JEFFERSON (73),/Date(1424081820000-0500)/,1,0,4,10074,1,Alabama,4
821,MONTGOMERY (101),/Date(1423609200000-0500)/,1,0,4,10075,1,Alabama,2
822,MOBILE (97),/Date(1423840140000-0500)/,1,1,1,10076,1,Alabama,2
823,LEE (81),/Date(1424734980000-0500)/,1,1,1,10077,1,Alabama,1
824,TUSCALOOSA (125),/Date(1424811120000-0500)/,1,0,1,10078,1,Alabama,1
825,JEFFERSON (73),/Date(1425721500000-0500)/,1,0,2,10079,1,Alabama,1
826,MONTGOMERY (101),/Date(1424204700000-0500)/,1,0,1,10080,1,Alabama,1
827,COLBERT (33),/Date(1424451600000-0500)/,1,0,4,10081,1,Alabama,2
828,BALDWIN (3),/Date(1424830440000-0500)/,1,0,1,10082,1,Alabama,1
829,LIMESTONE (83),/Date(1425197580000-0500)/,4,0,4,10083,1,Alabama,2
830,TUSCALOOSA (125),/Date(1425223500000-0500)/,1,0,3,10084,1,Alabama,3
831,TALLADEGA (121),/Date(1425234600000-0500)/,1,0,1,10085,1,Alabama,1
832,MADISON (89),/Date(1425250680000-0500)/,1,0,4,10086,1,Alabama,2
833,MARSHALL (95),/Date(1425403500000-0500)/,2,0,2,10087,1,Alabama,1
834,WALKER (127),/Date(1425429900000-0500)/,1,1,1,10088,1,Alabama,1
835,MOBILE (97),/Date(1425426960000-0500)/,1,0,1,10089,1,Alabama,1
836,JEFFERSON (73),/Date(1425597900000-0500)/,1,1,2,10090,1,Alabama,2
837,MOBILE (97),/Date(1425397920000-0500)/,1,0,4,10091,1,Alabama,2
838,LEE (81),/Date(1425856200000-0400)/,1,0,3,10092,1,Alabama,2
839,JEFFERSON (73),/Date(1425894900000-0400)/,2,0,3,10093,1,Alabama,3
840,ESCAMBIA (53),/Date(1425691500000-0500)/,1,0,1,10094,1,Alabama,1
841,DALLAS (47),/Date(1425667500000-0500)/,1,0,1,10096,1,Alabama,1
842,ST. CLAIR (115),/Date(1424263680000-0500)/,2,0,2,10097,1,Alabama,2
843,HOUSTON (69),/Date(1425171420000-0500)/,1,1,1,10098,1,Alabama,1
844,WALKER (127),/Date(1425487620000-0500)/,1,0,1,10099,1,Alabama,1
845,FRANKLIN (59),/Date(1425718800000-0500)/,1,0,2,10101,1,Alabama,1
846,MONTGOMERY (101),/Date(1426318680000-0400)/,1,0,1,10102,1,Alabama,1
847,TUSCALOOSA (125),/Date(1425105600000-0500)/,1,0,2,10103,1,Alabama,1
848,BALDWIN (3),/Date(1425585780000-0500)/,2,0,3,10104,1,Alabama,2
849,LAUDERDALE (77),/Date(-62135578800000-0500)/,1,0,2,10105,1,Alabama,1
850,CHOCTAW (23),/Date(1425956700000-0400)/,1,0,1,10106,1,Alabama,1
851,JEFFERSON (73),/Date(1426221660000-0400)/,1,0,2,10107,1,Alabama,2
852,CALHOUN (15),/Date(1426288860000-0400)/,1,0,3,10108,1,Alabama,2
853,CHAMBERS (17),/Date(1426341600000-0400)/,1,0,3,10109,1,Alabama,3
854,COOSA (37),/Date(1426365600000-0400)/,1,0,1,10110,1,Alabama,1
855,TUSCALOOSA (125),/Date(1426560900000-0400)/,1,0,2,10111,1,Alabama,1
856,MARION (93),/Date(1426916700000-0400)/,1,0,1,10112,1,Alabama,1
857,JEFFERSON (73),/Date(1428192900000-0400)/,1,1,2,10113,1,Alabama,1
858,BALDWIN (3),/Date(1427942940000-0400)/,1,0,2,10114,1,Alabama,2
859,WALKER (127),/Date(1427513280000-0400)/,1,0,1,10115,1,Alabama,1
860,CONECUH (35),/Date(1426381620000-0400)/,1,0,3,10116,1,Alabama,2
861,BALDWIN (3),/Date(1426116600000-0400)/,1,1,5,10117,1,Alabama,2
862,MORGAN (103),/Date(1425803640000-0500)/,1,0,2,10118,1,Alabama,1
863,TUSCALOOSA (125),/Date(1425258300000-0500)/,1,0,2,10119,1,Alabama,2
864,ST. CLAIR (115),/Date(1425407220000-0500)/,1,0,2,10120,1,Alabama,2
865,ELMORE (51),/Date(1425838500000-0400)/,1,0,3,10121,1,Alabama,2
866,AUTAUGA (1),/Date(1426002600000-0400)/,1,0,1,10122,1,Alabama,1
867,CULLMAN (43),/Date(1426506900000-0400)/,1,0,3,10123,1,Alabama,2
868,MADISON (89),/Date(1426514640000-0400)/,1,1,1,10124,1,Alabama,1
869,RUSSELL (113),/Date(1426619160000-0400)/,2,0,4,10125,1,Alabama,1
870,COFFEE (31),/Date(1426780800000-0400)/,1,0,2,10126,1,Alabama,2
871,COFFEE (31),/Date(1426901400000-0400)/,2,0,5,10127,1,Alabama,2
872,GREENE (63),/Date(1426902300000-0400)/,1,1,1,10128,1,Alabama,1
873,DEKALB (49),/Date(1427195700000-0400)/,1,0,3,10129,1,Alabama,2
874,MOBILE (97),/Date(1427199600000-0400)/,1,0,3,10130,1,Alabama,2
875,MARION (93),/Date(1427240400000-0400)/,1,1,2,10131,1,Alabama,1
876,MADISON (89),/Date(1427358960000-0400)/,1,0,3,10132,1,Alabama,2
877,MOBILE (97),/Date(1427372700000-0400)/,1,0,2,10133,1,Alabama,2
878,ETOWAH (55),/Date(1427513700000-0400)/,1,0,2,10134,1,Alabama,2
879,CALHOUN (15),/Date(1427507100000-0400)/,1,0,3,10135,1,Alabama,3
880,TUSCALOOSA (125),/Date(1427532300000-0400)/,1,0,2,10136,1,Alabama,1
881,JEFFERSON (73),/Date(1427757300000-0400)/,1,1,2,10137,1,Alabama,1
882,ETOWAH (55),/Date(1428105000000-0400)/,1,0,4,10138,1,Alabama,3
883,CULLMAN (43),/Date(1428074940000-0400)/,1,0,4,10139,1,Alabama,3
884,SHELBY (117),/Date(1428186600000-0400)/,1,0,3,10140,1,Alabama,2
885,HOUSTON (69),/Date(1426983300000-0400)/,2,0,2,10142,1,Alabama,1
886,MONTGOMERY (101),/Date(1427085480000-0400)/,1,0,2,10143,1,Alabama,2
887,MONTGOMERY (101),/Date(1427240880000-0400)/,1,0,4,10144,1,Alabama,2
888,ETOWAH (55),/Date(1427241600000-0400)/,1,0,3,10145,1,Alabama,2
889,DEKALB (49),/Date(1427587440000-0400)/,1,0,4,10146,1,Alabama,3
890,CLARKE (25),/Date(1427920980000-0400)/,1,0,2,10147,1,Alabama,2
891,JACKSON (71),/Date(1428065400000-0400)/,1,1,2,10148,1,Alabama,1
892,LAUDERDALE (77),/Date(1428102300000-0400)/,1,0,1,10149,1,Alabama,1
893,JACKSON (71),/Date(1428248400000-0400)/,1,0,2,10150,1,Alabama,2
894,BULLOCK (11),/Date(1428174000000-0400)/,1,0,1,10151,1,Alabama,1
895,TUSCALOOSA (125),/Date(1428315900000-0400)/,1,0,2,10152,1,Alabama,2
896,ELMORE (51),/Date(1428355500000-0400)/,1,0,6,10153,1,Alabama,5
897,JEFFERSON (73),/Date(1424105100000-0500)/,1,0,1,10154,1,Alabama,1
898,JEFFERSON (73),/Date(1427763000000-0400)/,1,0,3,10155,1,Alabama,2
899,MOBILE (97),/Date(1429292520000-0400)/,1,0,1,10156,1,Alabama,1
900,MONTGOMERY (101),/Date(1427448000000-0400)/,1,0,2,10157,1,Alabama,2
901,JEFFERSON (73),/Date(1428355320000-0400)/,1,0,3,10158,1,Alabama,2
902,WALKER (127),/Date(1423759320000-0500)/,1,0,1,10159,1,Alabama,1
903,JEFFERSON (73),/Date(1426385340000-0400)/,1,1,1,10160,1,Alabama,1
904,PIKE (109),/Date(1427743620000-0400)/,1,0,3,10161,1,Alabama,2
905,RUSSELL (113),/Date(1427969100000-0400)/,1,1,1,10162,1,Alabama,1
906,MONTGOMERY (101),/Date(1428141000000-0400)/,1,0,2,10163,1,Alabama,2
907,ESCAMBIA (53),/Date(1428345300000-0400)/,1,0,2,10164,1,Alabama,1
908,CULLMAN (43),/Date(1428344400000-0400)/,2,0,3,10165,1,Alabama,2
909,LEE (81),/Date(1428650100000-0400)/,1,0,1,10166,1,Alabama,1
910,TUSCALOOSA (125),/Date(1428810300000-0400)/,1,0,1,10167,1,Alabama,1
911,ELMORE (51),/Date(1428814260000-0400)/,1,0,2,10168,1,Alabama,1
912,MADISON (89),/Date(1428941400000-0400)/,1,0,3,10169,1,Alabama,2
913,RUSSELL (113),/Date(1428538980000-0400)/,1,0,4,10170,1,Alabama,2
914,GENEVA (61),/Date(1428570000000-0400)/,1,0,2,10171,1,Alabama,2
915,PICKENS (107),/Date(1428694800000-0400)/,1,0,16,10172,1,Alabama,2
916,PIKE (109),/Date(1428810000000-0400)/,1,0,5,10173,1,Alabama,2
917,TALLADEGA (121),/Date(1429089000000-0400)/,1,0,2,10174,1,Alabama,2
918,SHELBY (117),/Date(1429113000000-0400)/,1,0,2,10175,1,Alabama,1
919,CHEROKEE (19),/Date(1429183200000-0400)/,1,0,1,10176,1,Alabama,1
920,BARBOUR (5),/Date(1429229100000-0400)/,1,0,4,10177,1,Alabama,2
921,JEFFERSON (73),/Date(1429408140000-0400)/,1,1,1,10178,1,Alabama,1
922,MARSHALL (95),/Date(1429366920000-0400)/,1,0,2,10179,1,Alabama,2
923,CHILTON (21),/Date(1429403100000-0400)/,2,0,5,10180,1,Alabama,3
924,CALHOUN (15),/Date(1429428300000-0400)/,1,0,1,10181,1,Alabama,1
925,ST. CLAIR (115),/Date(1429448400000-0400)/,1,0,2,10182,1,Alabama,2
926,DALLAS (47),/Date(1429316100000-0400)/,1,1,1,10183,1,Alabama,1
927,CULLMAN (43),/Date(1429642800000-0400)/,1,0,1,10184,1,Alabama,1
928,JEFFERSON (73),/Date(1429727880000-0400)/,1,0,1,10185,1,Alabama,1
929,BLOUNT (9),/Date(1429897200000-0400)/,1,0,3,10186,1,Alabama,1
930,TUSCALOOSA (125),/Date(1429921800000-0400)/,1,0,2,10187,1,Alabama,1
931,JEFFERSON (73),/Date(1429980600000-0400)/,1,0,4,10188,1,Alabama,2
932,JACKSON (71),/Date(1430058600000-0400)/,1,0,3,10189,1,Alabama,2
933,BUTLER (13),/Date(1428514200000-0400)/,1,0,6,10190,1,Alabama,2
934,ESCAMBIA (53),/Date(1429950000000-0400)/,1,0,2,10191,1,Alabama,1
935,MONTGOMERY (101),/Date(1430223060000-0400)/,1,0,1,10192,1,Alabama,1
936,MADISON (89),/Date(1429283400000-0400)/,1,0,4,10193,1,Alabama,2
937,BALDWIN (3),/Date(1429310340000-0400)/,1,0,2,10194,1,Alabama,2
938,JEFFERSON (73),/Date(1429709760000-0400)/,2,0,3,10195,1,Alabama,2
939,CHEROKEE (19),/Date(1429922100000-0400)/,1,0,1,10196,1,Alabama,1
940,TUSCALOOSA (125),/Date(1430008680000-0400)/,1,0,2,10197,1,Alabama,2
941,TALLAPOOSA (123),/Date(1430142300000-0400)/,1,0,3,10198,1,Alabama,2
942,CULLMAN (43),/Date(1430144700000-0400)/,2,0,5,10199,1,Alabama,2
943,LAWRENCE (79),/Date(1429110000000-0400)/,1,0,4,10200,1,Alabama,2
944,MARSHALL (95),/Date(1430449200000-0400)/,1,0,1,10201,1,Alabama,1
945,BALDWIN (3),/Date(1429837020000-0400)/,1,0,2,10202,1,Alabama,2
946,TALLADEGA (121),/Date(1429935900000-0400)/,1,0,2,10203,1,Alabama,2
947,ESCAMBIA (53),/Date(1430518500000-0400)/,1,0,3,10204,1,Alabama,1
948,JEFFERSON (73),/Date(1430799420000-0400)/,1,0,2,10205,1,Alabama,1
949,MONTGOMERY (101),/Date(1428017520000-0400)/,1,1,2,10206,1,Alabama,1
950,CHAMBERS (17),/Date(1429229160000-0400)/,1,0,2,10207,1,Alabama,2
951,TUSCALOOSA (125),/Date(1429585200000-0400)/,1,1,1,10208,1,Alabama,1
952,LAUDERDALE (77),/Date(1429808940000-0400)/,1,0,2,10209,1,Alabama,2
953,CHAMBERS (17),/Date(1430002800000-0400)/,1,0,1,10210,1,Alabama,1
954,LEE (81),/Date(1430400420000-0400)/,1,0,2,10211,1,Alabama,2
955,MADISON (89),/Date(1430428200000-0400)/,1,0,1,10212,1,Alabama,1
956,PICKENS (107),/Date(1430443500000-0400)/,2,0,3,10213,1,Alabama,2
957,ETOWAH (55),/Date(1430440500000-0400)/,1,0,3,10214,1,Alabama,2
958,JEFFERSON (73),/Date(1430620200000-0400)/,1,0,1,10215,1,Alabama,1
959,MOBILE (97),/Date(1430689380000-0400)/,1,0,5,10216,1,Alabama,1
960,TUSCALOOSA (125),/Date(1430715000000-0400)/,1,0,1,10217,1,Alabama,1
961,MACON (87),/Date(1430751600000-0400)/,1,0,3,10218,1,Alabama,2
962,AUTAUGA (1),/Date(1430769000000-0400)/,2,0,6,10219,1,Alabama,2
963,JACKSON (71),/Date(1430781480000-0400)/,1,0,1,10220,1,Alabama,1
964,LAUDERDALE (77),/Date(1430851500000-0400)/,1,0,2,10221,1,Alabama,1
965,WALKER (127),/Date(1430912100000-0400)/,2,0,3,10222,1,Alabama,2
966,BALDWIN (3),/Date(1430528820000-0400)/,1,0,7,10223,1,Alabama,2
967,COLBERT (33),/Date(1430787960000-0400)/,1,1,1,10224,1,Alabama,1
968,MONTGOMERY (101),/Date(1428027780000-0400)/,1,0,2,10225,1,Alabama,2
969,COLBERT (33),/Date(1431091200000-0400)/,1,0,2,10226,1,Alabama,1
970,TUSCALOOSA (125),/Date(1431098100000-0400)/,1,0,1,10227,1,Alabama,1
971,LAUDERDALE (77),/Date(1431290100000-0400)/,1,0,1,10228,1,Alabama,1
972,CALHOUN (15),/Date(1430737140000-0400)/,1,0,3,10229,1,Alabama,2
973,CHILTON (21),/Date(1432473900000-0400)/,1,0,2,10230,1,Alabama,1
974,CHAMBERS (17),/Date(1432425600000-0400)/,1,0,2,10231,1,Alabama,1
975,MONTGOMERY (101),/Date(1431391740000-0400)/,1,0,4,10232,1,Alabama,1
976,ST. CLAIR (115),/Date(1431638220000-0400)/,1,0,1,10233,1,Alabama,1
977,ST. CLAIR (115),/Date(1431374400000-0400)/,1,1,2,10234,1,Alabama,2
